chr	rs	ps	n_mis	n_obs	allele1	allele0	af	beta	se	p_wald	p_lrt	p_score
0	nM153	0	0	2500	1	2	0.400	3.644082e-02	2.852331e-02	2.015162e-01	2.012908e-01	2.014831e-01
0	nM155	0	0	2500	2	1	0.040	-1.113581e-01	7.129677e-02	1.184394e-01	1.182553e-01	1.184718e-01
0	nM159	0	0	2500	2	1	0.040	-2.433032e-01	7.116527e-02	6.389548e-04	6.349595e-04	6.545672e-04
0	nM160	0	0	2500	2	1	0.020	3.469705e-01	9.960177e-02	5.032694e-04	5.000104e-04	5.166034e-04
0	nM162	0	0	2500	2	1	0.020	-1.757293e-01	9.978148e-02	7.833685e-02	7.818773e-02	7.840253e-02
0	nM163	0	0	2500	1	2	0.380	-3.539551e-01	2.791346e-02	9.364427e-36	8.658397e-36	8.844089e-34
0	nM164	0	0	2500	2	1	0.020	-1.918101e-01	9.976962e-02	5.465271e-02	5.453175e-02	5.473474e-02
0	nM165	0	0	2500	2	1	0.020	-2.531665e-01	9.971484e-02	1.118019e-02	1.113972e-02	1.125226e-02
0	nM170	0	0	2500	1	2	0.080	-1.833092e-01	5.139317e-02	3.681591e-04	3.656674e-04	3.789566e-04
0	nM173	0	0	2500	2	1	0.020	3.663376e-01	9.957400e-02	2.390525e-04	2.373378e-04	2.470604e-04
0	nM174	0	0	2500	2	1	0.060	-1.261464e-01	5.880418e-02	3.203341e-02	3.194756e-02	3.212276e-02
0	nM176	0	0	2500	2	1	0.140	-9.552972e-02	4.023878e-02	1.766835e-02	1.761166e-02	1.775086e-02
0	nM178	0	0	2500	2	1	0.240	2.686773e-01	3.228468e-02	1.403157e-16	1.355363e-16	3.436108e-16
0	nM180	0	0	2500	1	2	0.040	-2.451033e-01	7.116280e-02	5.820605e-04	5.783703e-04	5.967451e-04
0	nM183	0	0	2500	1	2	0.240	-1.926352e-01	3.250144e-02	3.511413e-09	3.449027e-09	4.431452e-09
0	nM184	0	0	2500	2	1	0.020	-2.199224e-01	9.974640e-02	2.755786e-02	2.748033e-02	2.764659e-02
0	nM186	0	0	2500	2	1	0.420	-3.012078e-01	2.767237e-02	5.441957e-27	5.133406e-27	6.911818e-26
0	nM188	0	0	2500	2	1	0.100	1.312008e-01	4.651958e-02	4.835228e-03	4.814039e-03	4.885825e-03
0	nM191	0	0	2500	2	1	0.180	-1.168852e-01	3.630824e-02	1.301752e-03	1.294474e-03	1.326246e-03
0	nM193	0	0	2500	2	1	0.140	-1.551420e-01	4.016438e-02	1.150021e-04	1.140982e-04	1.197464e-04
0	nM194	0	0	2500	2	1	0.460	-3.622200e-01	2.709349e-02	2.003542e-39	1.837009e-39	5.156254e-37
0	nM198	0	0	2500	1	2	0.400	4.233439e-01	2.724639e-02	4.859533e-52	4.328877e-52	7.918595e-48
0	nM199	0	0	2500	2	1	0.300	2.095864e-01	3.021304e-02	5.084547e-12	4.962363e-12	7.865647e-12
0	nM200	0	0	2500	2	1	0.200	-3.209013e-01	3.435029e-02	2.024998e-20	1.939013e-20	8.272408e-20
0	nM201	0	0	2500	2	1	0.200	-1.315506e-01	3.484593e-02	1.635998e-04	1.623681e-04	1.697199e-04
0	nM203	0	0	2500	2	1	0.400	-2.666846e-01	2.802927e-02	4.139549e-21	3.957558e-21	1.876016e-20
0	nM206	0	0	2500	2	1	0.060	7.846250e-02	5.883738e-02	1.824735e-01	1.822547e-01	1.824541e-01
0	nM208	0	0	2500	2	1	0.260	2.396284e-01	3.150454e-02	3.972122e-14	3.858229e-14	7.446409e-14
0	nM210	0	0	2500	2	1	0.040	-3.766652e-01	7.093235e-02	1.191598e-07	1.174447e-07	1.383650e-07
0	nM212	0	0	2500	2	1	0.420	1.103474e-01	2.823482e-02	9.545810e-05	9.469101e-05	9.959795e-05
0	nM214	0	0	2500	2	1	0.020	-1.757293e-01	9.978148e-02	7.833685e-02	7.818773e-02	7.840253e-02
0	nM215	0	0	2500	2	1	0.100	3.469750e-01	4.607350e-02	6.997050e-14	6.800210e-14	1.280336e-13
0	nM218	0	0	2500	2	1	0.020	-1.025218e-01	9.982234e-02	3.044997e-01	3.042578e-01	3.044083e-01
0	nM219	0	0	2500	2	1	0.180	-7.980375e-02	3.634843e-02	2.821790e-02	2.813911e-02	2.830679e-02
0	nM221	0	0	2500	2	1	0.280	-2.048145e-01	3.086076e-02	3.919529e-11	3.833010e-11	5.650992e-11
0	nM222	0	0	2500	2	1	0.160	4.203442e-01	3.718921e-02	6.320582e-29	5.935938e-29	1.191771e-27
0	nM223	0	0	2500	2	1	0.020	3.851560e-01	9.954557e-02	1.120129e-04	1.111297e-04	1.166670e-04
0	nM227	0	0	2500	2	1	0.040	3.004899e-01	7.107775e-02	2.446628e-05	2.423820e-05	2.594908e-05
0	nM229	0	0	2500	2	1	0.200	1.325781e-01	3.484437e-02	1.452871e-04	1.441770e-04	1.509069e-04
0	nM234	0	0	2500	2	1	0.140	-1.473026e-01	4.017619e-02	2.511046e-04	2.493151e-04	2.593931e-04
0	nM237	0	0	2500	2	1	0.220	2.343190e-02	3.374014e-02	4.874450e-01	4.872272e-01	4.873128e-01
0	nM239	0	0	2500	2	1	0.040	9.761793e-02	7.130483e-02	1.711153e-01	1.709012e-01	1.711045e-01
0	nM243	0	0	2500	2	1	0.040	-2.516850e-01	7.115360e-02	4.117492e-04	4.090055e-04	4.234001e-04
0	nM249	0	0	2500	2	1	0.220	-3.389900e-01	3.305472e-02	3.352733e-24	3.182829e-24	2.529057e-23
0	nM251	0	0	2500	2	1	0.180	2.908523e-01	3.591508e-02	8.616116e-16	8.337547e-16	1.926456e-15
0	nM255	0	0	2500	2	1	0.160	1.228425e-01	3.804903e-02	1.260392e-03	1.253307e-03	1.284408e-03
0	nM257	0	0	2500	2	1	0.080	-1.301583e-01	5.145802e-02	1.148659e-02	1.144528e-02	1.155932e-02
0	nM259	0	0	2500	1	2	0.360	1.243836e-01	2.901446e-02	1.880135e-05	1.862139e-05	2.001048e-05
0	nM261	0	0	2500	2	1	0.200	1.445972e-01	3.482523e-02	3.405123e-05	3.374446e-05	3.596244e-05
0	nM262	0	0	2500	2	1	0.360	2.536635e-01	2.867531e-02	1.678090e-18	1.613865e-18	5.234477e-18
0	nM265	0	0	2500	2	1	0.320	2.385382e-02	2.996145e-02	4.260204e-01	4.257889e-01	4.258939e-01
0	nM268	0	0	2500	2	1	0.280	2.893728e-01	3.058853e-02	6.845041e-21	6.547362e-21	3.000614e-20
0	nM270	0	0	2500	2	1	0.100	3.787685e-01	4.597315e-02	2.770292e-16	2.677728e-16	6.552876e-16
0	nM274	0	0	2500	2	1	0.400	-8.196365e-03	2.853216e-02	7.739313e-01	7.738212e-01	7.738469e-01
0	nM277	0	0	2500	2	1	0.020	3.663376e-01	9.957400e-02	2.390525e-04	2.373378e-04	2.470604e-04
0	nM278	0	0	2500	2	1	0.080	-1.386446e-01	5.144915e-02	7.090475e-03	7.061880e-03	7.150775e-03
0	nM280	0	0	2500	2	1	0.020	-2.199224e-01	9.974640e-02	2.755786e-02	2.748033e-02	2.764659e-02
0	nM284	0	0	2500	2	1	0.020	-1.918101e-01	9.976962e-02	5.465271e-02	5.453175e-02	5.473474e-02
0	nM285	0	0	2500	1	2	0.280	-2.686265e-02	3.112701e-02	3.882197e-01	3.879823e-01	3.881006e-01
0	nM287	0	0	2500	2	1	0.020	-3.274257e-01	9.962825e-02	1.028539e-03	1.022563e-03	1.049716e-03
0	nM290	0	0	2500	1	2	0.080	-2.015615e-02	5.152230e-02	6.956738e-01	6.955291e-01	6.955669e-01
0	nM292	0	0	2500	1	2	0.340	-2.399149e-01	2.911468e-02	2.738176e-16	2.646654e-16	6.480720e-16
0	nM296	0	0	2500	2	1	0.020	-1.750307e-01	9.978197e-02	7.953060e-02	7.938023e-02	7.959534e-02
0	nM298	0	0	2500	2	1	0.020	3.894182e-01	9.953893e-02	9.389233e-05	9.313635e-05	9.798217e-05
0	nM299	0	0	2500	2	1	0.060	-1.460734e-01	5.878572e-02	1.302583e-02	1.298046e-02	1.310164e-02
0	nM302	0	0	2500	2	1	0.380	-2.384430e-01	2.839991e-02	7.637270e-17	7.372709e-17	1.930228e-16
0	nM308	0	0	2500	1	2	0.080	1.842881e-01	5.139177e-02	3.423018e-04	3.399617e-04	3.525745e-04
0	nP62	11	0	2500	2	1	0.130	-1.116993e+00	4.145255e-02	1.307534e-140	9.512795e-141	2.064691e-112
0	nP138	11	0	2500	2	1	0.070	1.458104e+00	7.510088e-02	2.548508e-78	2.137730e-78	6.147420e-69
0	nP82	12	0	2500	2	1	0.100	-1.516113e+00	5.465855e-02	7.452980e-148	5.333451e-148	6.004821e-117
0	nP396	12	0	2500	2	1	0.440	-2.293195e-01	3.204933e-02	1.093206e-12	1.065327e-12	1.790528e-12
0	nP109	14	0	2500	2	1	0.130	6.299554e-01	4.840336e-02	1.627759e-37	1.498991e-37	2.457228e-35
0	nP296	14	0	2500	2	1	0.220	6.285137e-01	3.362576e-02	4.466983e-73	3.792197e-73	7.175218e-65
0	nP512	14	0	2500	2	1	0.030	1.422141e+00	1.142259e-01	1.446791e-34	1.341350e-34	1.007731e-32
0	nP524	14	0	2500	2	1	0.090	1.080590e+00	5.446482e-02	1.821548e-81	1.516988e-81	2.408913e-71
0	cP18	17	0	2500	2	1	0.070	-1.060627e+00	5.873330e-02	1.298665e-68	1.113804e-68	2.361859e-61
0	nP16	17	0	2500	2	1	0.020	-1.568896e+00	1.391669e-01	8.685627e-29	8.159626e-29	1.590745e-27
0	nP55	17	0	2500	2	1	0.070	7.726511e-01	6.806980e-02	3.753211e-29	3.522984e-29	7.424885e-28
0	nP91	17	0	2500	2	1	0.010	1.459632e+00	1.975397e-01	2.005670e-13	1.951267e-13	3.512829e-13
0	nP232	17	0	2500	2	1	0.010	-1.391643e-01	1.996674e-01	4.858800e-01	4.856617e-01	4.857478e-01
0	nP432	17	0	2500	2	1	0.070	9.807617e-01	6.698820e-02	1.246421e-46	1.124139e-46	3.009166e-43
0	nP444	17	0	2500	2	1	0.010	-1.539192e+00	1.972978e-01	8.926025e-15	8.657355e-15	1.787687e-14
0	nP464	17	0	2500	2	1	0.050	1.879815e-01	9.311125e-02	4.360510e-02	4.350003e-02	4.369232e-02
0	nP586	17	0	2500	2	1	0.100	-1.080598e+00	4.820568e-02	1.476776e-101	1.174638e-101	3.724453e-86
0	nM73	17	0	2500	2	1	0.040	-2.748609e-01	7.111927e-02	1.140183e-04	1.131212e-04	1.187330e-04
0	nP103	20	0	2500	2	1	0.310	-4.093733e-01	3.025306e-02	2.585534e-40	2.365810e-40	8.604311e-38
0	nP167	20	0	2500	2	1	0.050	-1.473007e+00	8.840394e-02	3.434457e-59	3.009769e-59	9.354671e-54
0	nP260	20	0	2500	2	1	0.180	-9.915481e-01	3.203715e-02	2.579193e-178	1.721922e-178	5.393021e-135
0	nP279	20	0	2500	2	1	0.020	7.095678e-01	1.419550e-01	6.176642e-07	6.097447e-07	6.942676e-07
0	nP290	20	0	2500	2	1	0.010	1.340706e+00	1.978769e-01	1.541279e-11	1.505878e-11	2.293075e-11
0	nP366	20	0	2500	2	1	0.030	8.407273e-01	1.165086e-01	7.068260e-13	6.885054e-13	1.177344e-12
0	nP471	20	0	2500	2	1	0.110	9.995845e-01	4.775158e-02	8.821013e-90	7.207772e-90	1.369738e-77
0	nP501	20	0	2500	2	1	0.020	1.488415e+00	1.395203e-01	5.165036e-26	4.883064e-26	5.429833e-25
0	nM16	20	0	2500	2	1	0.300	-5.105581e-02	3.048556e-02	9.410768e-02	9.394320e-02	9.416060e-02
0	nP63	22	0	2500	2	1	0.070	-1.328746e+00	6.454218e-02	4.077295e-87	3.351980e-87	1.318241e-75
0	nP139	22	0	2500	2	1	0.100	-5.767004e-01	6.143772e-02	1.345087e-20	1.287452e-20	5.641881e-20
0	cP2	25	0	2500	2	1	0.190	-9.667456e-01	3.062780e-02	2.572041e-184	1.693845e-184	2.296977e-138
0	cP25	25	0	2500	2	1	0.310	-3.764341e-01	3.042383e-02	3.589999e-34	3.331367e-34	2.265156e-32
0	cP30	25	0	2500	2	1	0.270	-8.120243e-01	3.068195e-02	2.864406e-136	2.104706e-136	1.204016e-109
0	nP4	25	0	2500	2	1	0.070	1.044810e+00	7.780906e-02	9.591458e-40	8.787791e-40	2.705868e-37
0	nP23	25	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP31	25	0	2500	2	1	0.010	-1.499418e+00	1.974204e-01	4.319537e-14	4.196028e-14	8.068472e-14
0	nP37	25	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP83	25	0	2500	2	1	0.400	-9.969907e-02	2.846282e-02	4.685090e-04	4.654437e-04	4.812195e-04
0	nP98	25	0	2500	2	1	0.070	5.698948e-01	6.886559e-02	2.056298e-16	1.987006e-16	4.938014e-16
0	nP121	25	0	2500	2	1	0.100	2.099532e-01	6.237056e-02	7.735838e-04	7.688845e-04	7.912588e-04
0	nP151	25	0	2500	2	1	0.080	-1.218147e+00	6.234835e-02	3.194716e-79	2.674257e-79	1.247883e-69
0	nP173	25	0	2500	2	1	0.010	-1.416641e+00	1.976650e-01	1.005662e-12	9.799352e-13	1.652423e-12
0	nP182	25	0	2500	2	1	0.070	2.044719e-01	6.231530e-02	1.047707e-03	1.041638e-03	1.069130e-03
0	nP196	25	0	2500	2	1	0.390	5.787960e-01	3.155862e-02	1.379402e-70	1.177718e-70	6.478039e-63
0	nP206	25	0	2500	2	1	0.160	8.643888e-01	3.565846e-02	9.280071e-117	7.129431e-117	9.402410e-97
0	nP215	25	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP220	25	0	2500	2	1	0.010	1.310968e+00	1.979566e-01	4.308869e-11	4.214146e-11	6.192997e-11
0	nP227	25	0	2500	2	1	0.060	-4.661400e-01	8.552207e-02	5.514259e-08	5.430827e-08	6.510305e-08
0	nP255	25	0	2500	2	1	0.010	1.482298e+00	1.974721e-01	8.406230e-14	8.171222e-14	1.526324e-13
0	nP267	25	0	2500	2	1	0.190	6.329825e-01	3.530264e-02	1.006809e-67	8.652524e-68	1.203301e-60
0	nP272	25	0	2500	2	1	0.050	5.975427e-01	9.241706e-02	1.208461e-10	1.183089e-10	1.680392e-10
0	nP285	25	0	2500	2	1	0.030	1.430969e+00	1.141818e-01	5.475019e-35	5.071112e-35	4.243891e-33
0	nP331	25	0	2500	2	1	0.010	1.433780e+00	1.976155e-01	5.319115e-13	5.179799e-13	8.959074e-13
0	nP349	25	0	2500	2	1	0.010	1.461386e+00	1.975345e-01	1.876029e-13	1.825022e-13	3.294748e-13
0	nP357	25	0	2500	2	1	0.090	2.283220e-01	5.842081e-02	9.544604e-05	9.467903e-05	9.958550e-05
0	nP389	25	0	2500	2	1	0.260	5.882117e-01	3.154085e-02	8.940367e-73	7.595064e-73	1.235054e-64
0	nP397	25	0	2500	2	1	0.050	1.288517e+00	7.312493e-02	1.349021e-65	1.165006e-65	6.023656e-59
0	nP427	25	0	2500	2	1	0.020	1.602725e+00	1.390125e-01	5.313569e-30	4.977968e-30	1.262772e-28
0	nP439	25	0	2500	2	1	0.010	-1.540325e+00	1.972943e-01	8.528922e-15	8.271835e-15	1.711689e-14
0	nP459	25	0	2500	2	1	0.010	-1.314826e+00	1.979464e-01	3.775700e-11	3.692220e-11	5.450346e-11
0	nP484	25	0	2500	2	1	0.070	4.958347e-01	6.165641e-02	1.351914e-15	1.308786e-15	2.957422e-15
0	nP491	25	0	2500	2	1	0.020	-1.065032e-01	1.426472e-01	4.553636e-01	4.551381e-01	4.552335e-01
0	nP507	25	0	2500	2	1	0.320	-5.918742e-01	3.098244e-02	4.816305e-76	4.061089e-76	3.513916e-67
0	nP535	25	0	2500	2	1	0.070	9.431027e-01	5.953042e-02	6.147417e-54	5.452397e-54	2.048636e-49
0	nP559	25	0	2500	2	1	0.010	-1.288387e-01	1.996702e-01	5.188194e-01	5.186102e-01	5.186869e-01
0	nP564	25	0	2500	2	1	0.030	-9.435317e-01	8.803944e-02	3.114171e-26	2.942685e-26	3.413914e-25
0	nP577	25	0	2500	2	1	0.170	-2.675479e-01	4.477169e-02	2.616033e-09	2.568816e-09	3.327308e-09
0	cM18	25	0	2500	2	1	0.020	3.469705e-01	9.960177e-02	5.032694e-04	5.000104e-04	5.166034e-04
0	cM24	25	0	2500	2	1	0.020	-2.199224e-01	9.974640e-02	2.755786e-02	2.748033e-02	2.764659e-02
0	cM34	25	0	2500	2	1	0.020	-1.764019e-02	9.984278e-02	8.597744e-01	8.597049e-01	8.597197e-01
0	nM138	25	0	2500	2	1	0.220	4.523027e-02	3.373126e-02	1.800746e-01	1.798568e-01	1.800571e-01
0	nM230	25	0	2500	2	1	0.120	-1.690328e-01	4.288140e-02	8.307026e-05	8.239183e-05	8.680709e-05
0	nM303	25	0	2500	2	1	0.140	-4.372357e-03	4.028405e-02	9.135775e-01	9.135345e-01	9.135433e-01
0	nP110	29	0	2500	2	1	0.010	1.322330e+00	1.979264e-01	2.917098e-11	2.851881e-11	4.247170e-11
0	nP297	29	0	2500	2	1	0.210	-8.982534e-01	2.985521e-02	5.642069e-170	3.838995e-170	3.266934e-130
0	nP513	29	0	2500	2	1	0.010	1.340706e+00	1.978769e-01	1.541279e-11	1.505878e-11	2.293075e-11
0	nP525	29	0	2500	2	1	0.010	-1.392842e+00	1.977326e-01	2.404444e-12	2.344940e-12	3.822858e-12
0	cP7	33	0	2500	2	1	0.150	8.870262e-01	3.770666e-02	1.064397e-110	8.291237e-111	1.372351e-92
0	cP11	33	0	2500	2	1	0.140	-1.045728e+00	4.151611e-02	6.041460e-125	4.555391e-125	2.949957e-102
0	cP19	33	0	2500	2	1	0.020	-1.410738e+00	1.398430e-01	1.746814e-23	1.661005e-23	1.163381e-22
0	cP40	33	0	2500	2	1	0.030	1.463729e+00	1.140154e-01	1.402579e-36	1.294390e-36	1.645709e-34
0	nP12	33	0	2500	2	1	0.160	1.114146e-01	4.320359e-02	9.970347e-03	9.933221e-03	1.003950e-02
0	nP17	33	0	2500	2	1	0.140	-1.173417e+00	4.012670e-02	6.350466e-162	4.401012e-162	1.747342e-125
0	nP42	33	0	2500	2	1	0.060	1.124468e+00	6.972509e-02	9.730506e-56	8.594904e-56	6.531820e-51
0	nP56	33	0	2500	2	1	0.120	9.501606e-01	4.714942e-02	8.304117e-84	6.878749e-84	4.040836e-73
0	nP64	33	0	2500	2	1	0.030	1.249592e-02	1.177164e-01	9.154697e-01	9.154275e-01	9.154361e-01
0	nP78	33	0	2500	2	1	0.030	-1.622288e+00	1.131532e-01	7.361138e-45	6.665913e-45	9.920829e-42
0	nP92	33	0	2500	2	1	0.030	-1.620953e+00	1.131608e-01	8.723286e-45	7.900745e-45	1.148002e-41
0	nP126	33	0	2500	2	1	0.010	-1.288387e-01	1.996702e-01	5.188194e-01	5.186102e-01	5.186869e-01
0	nP140	33	0	2500	2	1	0.030	1.371006e+00	1.144760e-01	3.531349e-32	3.291898e-32	1.375710e-30
0	nP156	33	0	2500	2	1	0.290	-1.911271e-01	3.463686e-02	3.781338e-08	3.722760e-08	4.502298e-08
0	nP178	33	0	2500	2	1	0.030	8.499486e-01	8.842021e-02	1.658395e-21	1.584051e-21	7.991979e-21
0	nP192	33	0	2500	2	1	0.280	-5.897200e-01	3.270866e-02	2.062060e-68	1.769345e-68	3.409681e-61
0	nP211	33	0	2500	2	1	0.070	1.047649e+00	6.658157e-02	2.896595e-53	2.573070e-53	7.469388e-49
0	nP233	33	0	2500	2	1	0.070	8.046318e-01	5.469776e-02	4.840004e-47	4.361066e-47	1.341694e-43
0	nP239	33	0	2500	2	1	0.370	7.419628e-01	2.767532e-02	2.271534e-139	1.657308e-139	1.262408e-111
0	nP243	33	0	2500	2	1	0.020	-1.403902e+00	1.398705e-01	2.870241e-23	2.730587e-23	1.842674e-22
0	nP247	33	0	2500	2	1	0.140	-1.005337e+00	5.320032e-02	1.494452e-74	1.264424e-74	5.062118e-66
0	nP251	33	0	2500	2	1	0.020	-7.177153e-01	9.880534e-02	5.000541e-13	4.869274e-13	8.443014e-13
0	nP305	33	0	2500	2	1	0.060	1.156805e+00	6.951300e-02	4.686470e-59	4.108232e-59	1.206746e-53
0	nP309	33	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP314	33	0	2500	2	1	0.010	7.453241e-01	1.991292e-01	1.859987e-04	1.846208e-04	1.927057e-04
0	nP318	33	0	2500	2	1	0.020	1.419960e+00	1.398056e-01	8.902952e-24	8.459962e-24	6.235799e-23
0	nP325	33	0	2500	2	1	0.020	1.381594e+00	1.399594e-01	1.425609e-22	1.358398e-22	8.148964e-22
0	nP338	33	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP345	33	0	2500	2	1	0.320	7.638288e-02	3.140801e-02	1.508739e-02	1.503685e-02	1.516660e-02
0	nP362	33	0	2500	2	1	0.110	4.467154e-01	5.501291e-02	7.230951e-16	6.995957e-16	1.630676e-15
0	nP378	33	0	2500	2	1	0.070	1.174902e+00	6.572583e-02	2.391987e-67	2.057444e-67	2.397572e-60
0	nP382	33	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP405	33	0	2500	2	1	0.090	4.003294e-01	5.804915e-02	6.732995e-12	6.573009e-12	1.031157e-11
0	nP411	33	0	2500	1	2	0.490	-1.242233e+00	1.832539e-02	0.000000e+00	0.000000e+00	2.048419e-273
0	nP416	33	0	2500	2	1	0.020	1.488415e+00	1.395203e-01	5.165036e-26	4.883064e-26	5.429833e-25
0	nP423	33	0	2500	2	1	0.010	-1.333861e+00	1.978954e-01	1.956756e-11	1.912260e-11	2.887557e-11
0	nP433	33	0	2500	2	1	0.010	9.663872e-01	1.987485e-01	1.231937e-06	1.216953e-06	1.367608e-06
0	nP445	33	0	2500	2	1	0.030	1.430903e+00	1.141821e-01	5.515048e-35	5.108225e-35	4.271474e-33
0	nP451	33	0	2500	2	1	0.050	-4.262379e-01	9.279613e-02	4.580018e-06	4.530038e-06	4.975312e-06
0	nP465	33	0	2500	2	1	0.010	1.395828e+00	1.977242e-01	2.157054e-12	2.103448e-12	3.443408e-12
0	nP480	33	0	2500	2	1	0.040	9.461448e-01	8.075549e-02	6.672577e-31	6.238290e-31	1.937563e-29
0	nP497	33	0	2500	2	1	0.060	1.301284e-01	6.483934e-02	4.486408e-02	4.475709e-02	4.495084e-02
0	nP520	33	0	2500	2	1	0.020	4.274987e-01	1.424065e-01	2.709047e-03	2.695736e-03	2.746530e-03
0	nP541	33	0	2500	2	1	0.200	-9.480610e-01	2.934878e-02	1.336882e-191	8.659425e-192	2.223282e-142
0	nP545	33	0	2500	2	1	0.120	-1.389173e+00	4.696719e-02	4.203966e-165	2.892408e-165	2.301915e-127
0	nP569	33	0	2500	2	1	0.010	-1.358155e+00	1.978292e-01	8.341711e-12	8.145212e-12	1.267871e-11
0	nP582	33	0	2500	2	1	0.120	8.543529e-01	4.185203e-02	8.638010e-86	7.122953e-86	1.297967e-74
0	nP587	33	0	2500	2	1	0.010	1.373910e+00	1.977857e-01	4.759576e-12	4.644900e-12	7.380480e-12
0	cM30	33	0	2500	2	1	0.180	6.674288e-03	3.638324e-02	8.544645e-01	8.543925e-01	8.544079e-01
0	nM34	33	0	2500	2	1	0.060	1.456640e-02	5.885760e-02	8.045529e-01	8.044571e-01	8.044786e-01
0	nM46	33	0	2500	2	1	0.080	2.761226e-01	5.122683e-02	7.697365e-08	7.583357e-08	9.021619e-08
0	nM74	33	0	2500	2	1	0.040	1.316986e-02	7.133109e-02	8.535342e-01	8.534618e-01	8.534773e-01
0	nM83	33	0	2500	1	2	0.480	9.990638e-02	2.790705e-02	3.501843e-04	3.477978e-04	3.606185e-04
0	nM87	33	0	2500	2	1	0.280	1.753440e-01	3.093334e-02	1.606553e-08	1.580349e-08	1.951481e-08
0	nM122	33	0	2500	2	1	0.040	-1.329487e-01	7.128196e-02	6.228308e-02	6.215227e-02	6.236042e-02
0	nM134	33	0	2500	1	2	0.320	1.542522e-01	2.980590e-02	2.457430e-07	2.423759e-07	2.811569e-07
0	nM148	33	0	2500	1	2	0.340	-2.874568e-01	2.894180e-02	7.937896e-23	7.559281e-23	4.732022e-22
0	nM156	33	0	2500	2	1	0.360	4.149514e-01	2.791242e-02	5.771413e-48	5.189332e-48	2.191906e-44
0	nM166	33	0	2500	2	1	0.400	2.778208e-01	2.798593e-02	8.336585e-23	7.939338e-23	4.952163e-22
0	nM195	33	0	2500	2	1	0.020	-1.750307e-01	9.978197e-02	7.953060e-02	7.938023e-02	7.959534e-02
0	nM224	33	0	2500	2	1	0.420	1.736904e-01	2.810699e-02	7.480470e-10	7.336483e-10	9.849340e-10
0	nM240	33	0	2500	2	1	0.200	8.865927e-02	3.490014e-02	1.113359e-02	1.109325e-02	1.120555e-02
0	nM271	33	0	2500	2	1	0.020	-1.025218e-01	9.982234e-02	3.044997e-01	3.042578e-01	3.044083e-01
0	nM281	33	0	2500	2	1	0.080	2.557085e-01	5.126923e-02	6.534384e-07	6.450954e-07	7.337144e-07
0	nP84	38	0	2500	2	1	0.280	7.290515e-01	3.156421e-02	3.836297e-107	3.012713e-107	4.155290e-90
0	nP398	38	0	2500	2	1	0.030	5.099326e-01	1.172737e-01	1.427428e-05	1.413392e-05	1.524946e-05
0	nP104	40	0	2500	2	1	0.060	3.727121e-01	8.570530e-02	1.423972e-05	1.409967e-05	1.521305e-05
0	nP168	40	0	2500	2	1	0.010	1.433780e+00	1.976155e-01	5.319115e-13	5.179799e-13	8.959074e-13
0	nP261	40	0	2500	2	1	0.020	-1.588828e+00	1.390763e-01	1.687558e-29	1.582786e-29	3.596153e-28
0	nP280	40	0	2500	2	1	0.010	2.446170e-01	1.996268e-01	2.205509e-01	2.203201e-01	2.205049e-01
0	nP291	40	0	2500	2	1	0.010	-1.577157e+00	1.971777e-01	1.905468e-15	1.845305e-15	4.100409e-15
0	nP367	40	0	2500	2	1	0.210	-5.961089e-01	4.235784e-02	2.403513e-43	2.184062e-43	2.001466e-40
0	nP472	40	0	2500	2	1	0.050	1.054329e+00	7.461164e-02	1.126660e-43	1.023021e-43	1.040327e-40
0	nP502	40	0	2500	2	1	0.100	9.607531e-01	4.921101e-02	4.096331e-79	3.429834e-79	1.509975e-69
0	nM17	40	0	2500	2	1	0.040	-2.608971e-01	7.114032e-02	2.501845e-04	2.484007e-04	2.584518e-04
0	nP111	43	0	2500	2	1	0.010	1.459632e+00	1.975397e-01	2.005670e-13	1.951267e-13	3.512829e-13
0	nP298	43	0	2500	2	1	0.020	-1.425893e+00	1.397815e-01	5.756274e-24	5.467493e-24	4.166838e-23
0	nP514	43	0	2500	2	1	0.020	-1.570335e+00	1.391604e-01	7.722010e-29	7.253520e-29	1.429545e-27
0	nP526	43	0	2500	2	1	0.160	-8.338257e-01	3.781000e-02	1.271091e-98	1.017841e-98	4.741581e-84
0	nP65	44	0	2500	2	1	0.010	-1.358155e+00	1.978292e-01	8.341711e-12	8.145212e-12	1.267871e-11
0	nP141	44	0	2500	2	1	0.070	-9.507611e-01	5.948163e-02	7.866119e-55	6.962545e-55	3.700181e-50
0	cP3	50	0	2500	1	2	0.490	-1.320973e+00	1.451382e-02	0.000000e+00	0.000000e+00	9.869998e-312
0	cP15	50	0	2500	2	1	0.180	8.208564e-01	3.246567e-02	8.854300e-126	6.663631e-126	8.258160e-103
