chr	rs	ps	n_miss	allele1	allele0	af	beta	se	logl_H1	l_remle	l_mle	p_wald	p_lrt	p_score
0	nM1	0	0	2	1	0.180	3.923112e-02	8.057836e-02	3.626943e+03	6.347386e+02	6.285228e+02	6.263938e-01	6.247875e-01	6.250424e-01
0	nM4	0	0	2	1	0.160	-3.391508e-02	9.385297e-02	3.626889e+03	6.354381e+02	6.292146e+02	7.178580e-01	7.165302e-01	7.166522e-01
0	nM6	0	0	2	1	0.040	-7.329856e-02	1.357838e-01	3.626970e+03	6.343873e+02	6.281746e+02	5.893705e-01	5.876902e-01	5.880184e-01
0	nM9	0	0	2	1	0.380	-1.458707e-02	7.781953e-02	3.626841e+03	6.360638e+02	6.298347e+02	8.513251e-01	8.505699e-01	8.505985e-01
0	nM10	0	0	2	1	0.360	-1.078245e-02	7.611414e-02	3.626833e+03	6.361624e+02	6.299322e+02	8.873587e-01	8.867796e-01	8.867968e-01
0	nM14	0	0	2	1	0.320	4.953776e-02	1.010621e-01	3.626944e+03	6.347194e+02	6.285024e+02	6.240556e-01	6.224439e-01	6.227029e-01
0	nM15	0	0	2	1	0.040	-6.425752e-03	1.348019e-01	3.626824e+03	6.362783e+02	6.300475e+02	9.619846e-01	9.617862e-01	9.617902e-01
0	nM21	0	0	2	1	0.080	-4.641267e-02	9.163332e-02	3.626953e+03	6.346145e+02	6.284010e+02	6.125474e-01	6.109135e-01	6.111934e-01
0	nM22	0	0	2	1	0.360	1.057822e-02	6.663366e-02	3.626836e+03	6.361284e+02	6.298979e+02	8.738772e-01	8.732277e-01	8.732488e-01
0	nM25	0	0	2	1	0.320	-3.080236e-02	9.017859e-02	3.626882e+03	6.355296e+02	6.293047e+02	7.327027e-01	7.314298e-01	7.315363e-01
0	nM26	0	0	1	2	0.320	-4.845174e-02	1.106505e-01	3.626920e+03	6.350396e+02	6.288190e+02	6.615104e-01	6.599988e-01	6.601940e-01
0	nM28	0	0	2	1	0.020	4.490406e-02	1.521631e-01	3.626867e+03	6.357226e+02	6.294981e+02	7.679383e-01	7.668085e-01	7.668837e-01
0	nM32	0	0	2	1	0.020	-2.708459e-01	2.013716e-01	3.627729e+03	6.246421e+02	6.185242e+02	1.787456e-01	1.784057e-01	1.805334e-01
0	nM33	0	0	2	1	0.320	-6.261204e-02	7.304735e-02	3.627193e+03	6.315062e+02	6.253231e+02	3.914480e-01	3.898310e-01	3.908072e-01
0	nM37	0	0	2	1	0.240	5.200814e-02	6.710258e-02	3.627126e+03	6.323674e+02	6.261749e+02	4.383810e-01	4.366640e-01	4.374476e-01
0	nM40	0	0	2	1	0.080	9.248110e-02	1.420909e-01	3.627037e+03	6.335319e+02	6.273280e+02	5.151977e-01	5.134420e-01	5.139585e-01
0	nM42	0	0	2	1	0.040	-1.029765e-01	1.381710e-01	3.627103e+03	6.326700e+02	6.264738e+02	4.561710e-01	4.544330e-01	4.551469e-01
0	nM44	0	0	2	1	0.200	-1.328270e-01	1.923408e-01	3.627064e+03	6.331793e+02	6.269763e+02	4.898928e-01	4.881321e-01	4.887302e-01
0	nM45	0	0	2	1	0.240	-6.042600e-02	1.108848e-01	3.626973e+03	6.343535e+02	6.281408e+02	5.858408e-01	5.841558e-01	5.844911e-01
0	nM49	0	0	2	1	0.020	-3.723756e-03	1.477291e-01	3.626824e+03	6.362880e+02	6.300581e+02	9.798921e-01	9.797884e-01	9.797905e-01
0	nM52	0	0	2	1	0.020	1.885324e-01	1.873877e-01	3.627332e+03	6.297252e+02	6.235577e+02	3.144606e-01	3.131387e-01	3.144892e-01
0	nM53	0	0	2	1	0.120	8.777689e-02	1.005516e-01	3.627207e+03	6.313304e+02	6.251466e+02	3.827724e-01	3.811790e-01	3.821948e-01
0	nM56	0	0	2	1	0.040	-6.393198e-02	1.429906e-01	3.626924e+03	6.349856e+02	6.287669e+02	6.548372e-01	6.533075e-01	6.535129e-01
0	nM58	0	0	2	1	0.020	-1.881289e-03	1.734894e-01	3.626823e+03	6.362924e+02	6.300615e+02	9.913489e-01	9.913100e-01	9.913108e-01
0	nM60	0	0	2	1	0.020	1.273041e-01	1.827605e-01	3.627068e+03	6.331249e+02	6.269244e+02	4.861414e-01	4.843829e-01	4.849928e-01
0	nM61	0	0	2	1	0.300	-9.331827e-04	7.400274e-02	3.626823e+03	6.362933e+02	6.300612e+02	9.899399e-01	9.898884e-01	9.898894e-01
0	nM64	0	0	2	1	0.260	-4.529927e-02	8.925284e-02	3.626953e+03	6.346115e+02	6.283961e+02	6.118217e-01	6.101871e-01	6.104680e-01
0	nM66	0	0	2	1	0.080	-1.412321e-01	1.011336e-01	3.627799e+03	6.237557e+02	6.176478e+02	1.626908e-01	1.625058e-01	1.647197e-01
0	nM67	0	0	2	1	0.100	-3.734850e-02	8.415359e-02	3.626923e+03	6.349977e+02	6.287832e+02	6.572158e-01	6.556915e-01	6.558938e-01
0	nM70	0	0	1	2	0.180	-5.435390e-02	8.735329e-02	3.627018e+03	6.337690e+02	6.275620e+02	5.338469e-01	5.321004e-01	5.325638e-01
0	nM72	0	0	2	1	0.200	6.491078e-02	7.518431e-02	3.627198e+03	6.314348e+02	6.252538e+02	3.880250e-01	3.864179e-01	3.874097e-01
0	nM79	0	0	2	1	0.040	1.585800e-01	1.314984e-01	3.627552e+03	6.268938e+02	6.207543e+02	2.279525e-01	2.271861e-01	2.290276e-01
0	nM82	0	0	2	1	0.080	9.248110e-02	1.420909e-01	3.627037e+03	6.335319e+02	6.273280e+02	5.151977e-01	5.134420e-01	5.139585e-01
0	nM86	0	0	2	1	0.020	3.245711e-01	1.998048e-01	3.628138e+03	6.194327e+02	6.133658e+02	1.044079e-01	1.048366e-01	1.073024e-01
0	nM91	0	0	2	1	0.180	-7.363227e-02	1.081070e-01	3.627057e+03	6.332666e+02	6.270641e+02	4.958678e-01	4.941079e-01	4.946853e-01
0	nM95	0	0	2	1	0.020	4.700900e-02	1.730729e-01	3.626860e+03	6.358090e+02	6.295829e+02	7.859413e-01	7.848847e-01	7.849472e-01
0	nM97	0	0	1	2	0.280	-6.210769e-02	7.150807e-02	3.627203e+03	6.313885e+02	6.252041e+02	3.851817e-01	3.835821e-01	3.845839e-01
0	nM99	0	0	2	1	0.020	1.663577e-01	1.903271e-01	3.627208e+03	6.313260e+02	6.251433e+02	3.821684e-01	3.805781e-01	3.815933e-01
0	nM101	0	0	2	1	0.180	1.206884e-01	9.934044e-02	3.627563e+03	6.267593e+02	6.206206e+02	2.245202e-01	2.237803e-01	2.256411e-01
0	nM102	0	0	2	1	0.020	-9.670817e-02	1.624412e-01	3.627002e+03	6.339782e+02	6.277708e+02	5.516683e-01	5.499370e-01	5.503537e-01
0	nM103	0	0	2	1	0.340	-1.712830e-01	1.052203e-01	3.628144e+03	6.193733e+02	6.133059e+02	1.036826e-01	1.041174e-01	1.065828e-01
0	nM106	0	0	2	1	0.380	7.228308e-02	8.498666e-02	3.627187e+03	6.315821e+02	6.253959e+02	3.951161e-01	3.934884e-01	3.944483e-01
0	nM107	0	0	2	1	0.040	-1.795425e-02	1.001399e-01	3.626839e+03	6.360767e+02	6.298532e+02	8.577232e-01	8.569968e-01	8.570232e-01
0	nM110	0	0	2	1	0.040	-8.523167e-02	1.616671e-01	3.626963e+03	6.344739e+02	6.282593e+02	5.980981e-01	5.964320e-01	5.967422e-01
0	nM112	0	0	2	1	0.020	2.417423e-02	1.180911e-01	3.626844e+03	6.360120e+02	6.297887e+02	8.378168e-01	8.369926e-01	8.370268e-01
0	nM115	0	0	1	2	0.040	6.428860e-03	9.575099e-02	3.626826e+03	6.362594e+02	6.300330e+02	9.464745e-01	9.461962e-01	9.462022e-01
0	nM118	0	0	2	1	0.020	-1.905896e-01	1.887977e-01	3.627335e+03	6.296769e+02	6.235102e+02	3.128370e-01	3.115235e-01	3.128842e-01
0	nM121	0	0	2	1	0.420	2.953619e-02	1.254497e-01	3.626851e+03	6.359323e+02	6.297030e+02	8.138846e-01	8.129540e-01	8.129995e-01
0	nM127	0	0	2	1	0.360	6.577895e-02	8.214490e-02	3.627146e+03	6.321105e+02	6.259191e+02	4.233425e-01	4.216511e-01	4.224929e-01
0	nM131	0	0	1	2	0.460	1.178836e-01	8.451776e-02	3.627796e+03	6.237781e+02	6.176693e+02	1.632065e-01	1.630175e-01	1.652313e-01
0	nM132	0	0	2	1	0.040	4.819422e-02	1.314012e-01	3.626891e+03	6.354131e+02	6.291904e+02	7.138205e-01	7.124800e-01	7.126061e-01
0	nM133	0	0	2	1	0.100	7.825514e-02	8.338540e-02	3.627266e+03	6.305649e+02	6.243907e+02	3.480909e-01	3.466188e-01	3.477984e-01
0	nM137	0	0	2	1	0.160	9.182374e-02	8.228882e-02	3.627448e+03	6.282302e+02	6.220785e+02	2.645845e-01	2.635528e-01	2.651800e-01
0	nM142	0	0	2	1	0.040	-1.795425e-02	1.001399e-01	3.626839e+03	6.360767e+02	6.298532e+02	8.577232e-01	8.569968e-01	8.570232e-01
0	nM145	0	0	2	1	0.020	7.140399e-03	6.739817e-02	3.626829e+03	6.361910e+02	6.299897e+02	9.156357e-01	9.152016e-01	9.152126e-01
0	nM146	0	0	2	1	0.060	-1.354221e-01	1.272306e-01	3.627392e+03	6.289449e+02	6.227856e+02	2.872579e-01	2.860845e-01	2.875851e-01
0	nM147	0	0	2	1	0.020	-1.881289e-03	1.734894e-01	3.626823e+03	6.362924e+02	6.300615e+02	9.913489e-01	9.913100e-01	9.913108e-01
0	nM151	0	0	2	1	0.140	-5.068392e-02	7.898575e-02	3.627031e+03	6.335962e+02	6.273974e+02	5.211370e-01	5.193825e-01	5.198839e-01
0	nM153	0	0	1	2	0.400	2.368607e-02	1.539921e-01	3.626835e+03	6.361408e+02	6.299083e+02	8.777692e-01	8.771398e-01	8.771597e-01
0	nM155	0	0	2	1	0.040	-3.653019e-01	1.786772e-01	3.628891e+03	6.100040e+02	6.040242e+02	4.101084e-02	4.201616e-02	4.431583e-02
0	nM159	0	0	2	1	0.040	-3.605494e-02	1.348344e-01	3.626859e+03	6.358236e+02	6.295969e+02	7.891820e-01	7.881381e-01	7.881985e-01
0	nM160	0	0	2	1	0.020	-3.541301e-02	1.749837e-01	3.626844e+03	6.360261e+02	6.297976e+02	8.396370e-01	8.388281e-01	8.388612e-01
0	nM162	0	0	2	1	0.020	4.700900e-02	1.730729e-01	3.626860e+03	6.358090e+02	6.295829e+02	7.859413e-01	7.848847e-01	7.849472e-01
0	nM163	0	0	1	2	0.380	-2.299593e-01	1.511448e-01	3.627979e+03	6.214520e+02	6.153642e+02	1.282733e-01	1.284454e-01	1.308303e-01
0	nM164	0	0	2	1	0.020	-2.560806e-01	1.465043e-01	3.628343e+03	6.168611e+02	6.108228e+02	8.059734e-02	8.127711e-02	8.377112e-02
0	nM165	0	0	2	1	0.020	7.140399e-03	6.739817e-02	3.626829e+03	6.361910e+02	6.299897e+02	9.156357e-01	9.152016e-01	9.152126e-01
0	nM170	0	0	1	2	0.080	-6.706947e-02	1.086897e-01	3.627015e+03	6.338047e+02	6.275979e+02	5.372431e-01	5.354967e-01	5.359525e-01
0	nM173	0	0	2	1	0.020	3.637673e-02	1.670200e-01	3.626847e+03	6.359824e+02	6.297543e+02	8.276038e-01	8.267351e-01	8.267738e-01
0	nM174	0	0	2	1	0.060	4.012912e-02	1.408427e-01	3.626864e+03	6.357627e+02	6.295358e+02	7.757279e-01	7.746293e-01	7.746988e-01
0	nM176	0	0	2	1	0.140	1.156311e-01	9.976131e-02	3.627497e+03	6.276014e+02	6.214552e+02	2.465356e-01	2.456288e-01	2.473611e-01
0	nM178	0	0	2	1	0.240	-3.775828e-02	9.647402e-02	3.626901e+03	6.352950e+02	6.290730e+02	6.955476e-01	6.941476e-01	6.942947e-01
0	nM180	0	0	1	2	0.040	-6.373612e-02	1.260030e-01	3.626952e+03	6.346183e+02	6.284041e+02	6.130205e-01	6.113865e-01	6.116659e-01
0	nM183	0	0	1	2	0.240	3.942720e-02	8.394831e-02	3.626935e+03	6.348548e+02	6.286429e+02	6.386386e-01	6.370751e-01	6.373048e-01
0	nM184	0	0	2	1	0.020	-1.690222e-01	1.941765e-01	3.627204e+03	6.313630e+02	6.251798e+02	3.841345e-01	3.825379e-01	3.835456e-01
0	nM186	0	0	2	1	0.420	-1.219152e-01	1.119274e-01	3.627419e+03	6.286023e+02	6.224450e+02	2.761555e-01	2.750490e-01	2.766123e-01
0	nM188	0	0	2	1	0.100	-8.948527e-03	1.174682e-01	3.626826e+03	6.362564e+02	6.300246e+02	9.392834e-01	9.389674e-01	9.389744e-01
0	nM191	0	0	2	1	0.180	1.600476e-01	1.386466e-01	3.627492e+03	6.276734e+02	6.215247e+02	2.484643e-01	2.475430e-01	2.492638e-01
0	nM193	0	0	2	1	0.140	2.141096e-02	8.625820e-02	3.626854e+03	6.358920e+02	6.296638e+02	8.039851e-01	8.030117e-01	8.030626e-01
0	nM194	0	0	2	1	0.460	-6.294110e-02	7.676941e-02	3.627162e+03	6.319078e+02	6.257184e+02	4.123672e-01	4.106976e-01	4.115854e-01
0	nM198	0	0	1	2	0.400	2.099334e-01	1.178841e-01	3.628400e+03	6.161454e+02	6.101097e+02	7.505905e-02	7.579437e-02	7.828569e-02
0	nM199	0	0	2	1	0.300	-2.539370e-03	8.903163e-02	3.626824e+03	6.362888e+02	6.300571e+02	9.772480e-01	9.771323e-01	9.771347e-01
0	nM200	0	0	2	1	0.200	-5.828904e-02	8.209656e-02	3.627077e+03	6.329995e+02	6.268019e+02	4.777667e-01	4.760122e-01	4.766504e-01
0	nM201	0	0	2	1	0.200	-5.898411e-02	1.259283e-01	3.626934e+03	6.348595e+02	6.286404e+02	6.395433e-01	6.379717e-01	6.382024e-01
0	nM203	0	0	2	1	0.400	-3.477280e-02	9.334458e-02	3.626893e+03	6.353841e+02	6.291598e+02	7.095367e-01	7.081769e-01	7.083086e-01
0	nM206	0	0	2	1	0.060	1.128353e-01	1.295444e-01	3.627205e+03	6.313562e+02	6.251722e+02	3.838289e-01	3.822328e-01	3.832423e-01
0	nM208	0	0	2	1	0.260	3.563880e-02	6.944852e-02	3.626956e+03	6.345706e+02	6.283564e+02	6.078788e-01	6.062342e-01	6.065236e-01
0	nM210	0	0	2	1	0.040	-1.635437e-01	1.568568e-01	3.627369e+03	6.292456e+02	6.230829e+02	2.972202e-01	2.959893e-01	2.974326e-01
0	nM212	0	0	2	1	0.420	-3.589158e-03	8.245891e-02	3.626824e+03	6.362819e+02	6.300498e+02	9.652852e-01	9.651028e-01	9.651064e-01
0	nM214	0	0	2	1	0.020	4.700900e-02	1.730729e-01	3.626860e+03	6.358090e+02	6.295829e+02	7.859413e-01	7.848847e-01	7.849472e-01
0	nM215	0	0	2	1	0.100	3.156979e-02	8.749969e-02	3.626889e+03	6.354383e+02	6.292155e+02	7.182803e-01	7.169520e-01	7.170739e-01
0	nM218	0	0	2	1	0.020	-3.409079e-02	1.596615e-01	3.626846e+03	6.359938e+02	6.297667e+02	8.309394e-01	8.300873e-01	8.301244e-01
0	nM219	0	0	2	1	0.180	-3.709635e-02	7.557260e-02	3.626945e+03	6.347161e+02	6.285006e+02	6.235612e-01	6.219508e-01	6.222101e-01
0	nM221	0	0	2	1	0.280	-1.060641e-02	8.154317e-02	3.626832e+03	6.361829e+02	6.299529e+02	8.965206e-01	8.959882e-01	8.960032e-01
0	nM222	0	0	2	1	0.160	5.288750e-02	9.558615e-02	3.626978e+03	6.342880e+02	6.280793e+02	5.801098e-01	5.784149e-01	5.787638e-01
0	nM223	0	0	2	1	0.020	-5.002668e-02	1.411907e-01	3.626887e+03	6.354714e+02	6.292502e+02	7.231290e-01	7.218250e-01	7.219406e-01
0	nM227	0	0	2	1	0.040	1.811183e-02	1.189041e-01	3.626835e+03	6.361407e+02	6.299115e+02	8.789445e-01	8.783219e-01	8.783415e-01
0	nM229	0	0	2	1	0.200	3.962111e-02	9.024813e-02	3.626921e+03	6.350334e+02	6.288138e+02	6.606820e-01	6.591694e-01	6.593656e-01
0	nM234	0	0	2	1	0.140	5.096783e-02	8.586466e-02	3.627001e+03	6.339909e+02	6.277828e+02	5.528446e-01	5.511136e-01	5.515278e-01
0	nM237	0	0	2	1	0.220	-9.546163e-03	7.811116e-02	3.626831e+03	6.361971e+02	6.299658e+02	9.027405e-01	9.022397e-01	9.022533e-01
0	nM239	0	0	2	1	0.040	7.088389e-02	1.099344e-01	3.627033e+03	6.335795e+02	6.273771e+02	5.191267e-01	5.173723e-01	5.178778e-01
0	nM243	0	0	2	1	0.040	8.895102e-02	9.417624e-02	3.627272e+03	6.305031e+02	6.243357e+02	3.449971e-01	3.435401e-01	3.447286e-01
0	nM249	0	0	2	1	0.220	-5.671037e-02	8.067200e-02	3.627072e+03	6.330637e+02	6.268656e+02	4.821371e-01	4.803803e-01	4.810039e-01
0	nM251	0	0	2	1	0.180	1.521951e-02	8.085016e-02	3.626841e+03	6.360597e+02	6.298324e+02	8.507011e-01	8.499422e-01	8.499710e-01
0	nM255	0	0	2	1	0.160	-3.230274e-03	8.690859e-02	3.626824e+03	6.362852e+02	6.300531e+02	9.703535e-01	9.701958e-01	9.701988e-01
0	nM257	0	0	2	1	0.080	-4.771216e-02	9.192702e-02	3.626959e+03	6.345237e+02	6.283123e+02	6.037913e-01	6.021355e-01	6.024346e-01
0	nM259	0	0	1	2	0.360	3.414858e-02	7.282071e-02	3.626934e+03	6.348543e+02	6.286368e+02	6.391531e-01	6.375806e-01	6.378120e-01
0	nM261	0	0	2	1	0.200	2.360069e-03	9.149734e-02	3.626824e+03	6.362893e+02	6.300576e+02	9.794238e-01	9.793109e-01	9.793131e-01
0	nM262	0	0	2	1	0.360	-4.129506e-02	8.708076e-02	3.626937e+03	6.348250e+02	6.286069e+02	6.353876e-01	6.338072e-01	6.340446e-01
0	nM265	0	0	2	1	0.320	-1.437009e-02	7.460832e-02	3.626842e+03	6.360467e+02	6.298209e+02	8.472824e-01	8.465052e-01	8.465355e-01
0	nM268	0	0	2	1	0.280	5.208081e-02	8.850522e-02	3.626998e+03	6.340232e+02	6.278150e+02	5.562842e-01	5.545534e-01	5.549609e-01
0	nM270	0	0	2	1	0.100	7.319956e-02	1.039475e-01	3.627073e+03	6.330580e+02	6.268583e+02	4.813754e-01	4.796196e-01	4.802445e-01
0	nM274	0	0	2	1	0.400	3.020993e-02	6.847577e-02	3.626921e+03	6.350215e+02	6.288021e+02	6.591231e-01	6.576065e-01	6.578049e-01
0	nM277	0	0	2	1	0.020	3.637673e-02	1.670200e-01	3.626847e+03	6.359824e+02	6.297543e+02	8.276038e-01	8.267351e-01	8.267738e-01
0	nM278	0	0	2	1	0.080	8.665050e-02	1.200853e-01	3.627086e+03	6.328976e+02	6.266989e+02	4.706237e-01	4.688738e-01	4.695355e-01
0	nM280	0	0	2	1	0.020	-1.690222e-01	1.941765e-01	3.627204e+03	6.313630e+02	6.251798e+02	3.841345e-01	3.825379e-01	3.835456e-01
0	nM284	0	0	2	1	0.020	-2.560806e-01	1.465043e-01	3.628343e+03	6.168611e+02	6.108228e+02	8.059734e-02	8.127711e-02	8.377112e-02
0	nM285	0	0	1	2	0.280	-5.361615e-03	9.642318e-02	3.626825e+03	6.362749e+02	6.300422e+02	9.556609e-01	9.554296e-01	9.554344e-01
0	nM287	0	0	2	1	0.020	-1.666141e-02	1.017784e-01	3.626837e+03	6.361089e+02	6.298874e+02	8.699784e-01	8.693100e-01	8.693324e-01
0	nM290	0	0	1	2	0.080	-8.874998e-02	1.155701e-01	3.627120e+03	6.324485e+02	6.262535e+02	4.426001e-01	4.408782e-01	4.416428e-01
0	nM292	0	0	1	2	0.340	2.665622e-02	8.690268e-02	3.626871e+03	6.356789e+02	6.294531e+02	7.590695e-01	7.579034e-01	7.579856e-01
0	nM296	0	0	2	1	0.020	6.127267e-02	1.732117e-01	3.626886e+03	6.354748e+02	6.292520e+02	7.235603e-01	7.222563e-01	7.223717e-01
0	nM298	0	0	2	1	0.020	3.245711e-01	1.998048e-01	3.628138e+03	6.194327e+02	6.133658e+02	1.044079e-01	1.048366e-01	1.073024e-01
0	nM299	0	0	2	1	0.060	-2.529216e-02	1.147615e-01	3.626848e+03	6.359744e+02	6.297461e+02	8.255863e-01	8.247062e-01	8.247460e-01
0	nM302	0	0	2	1	0.380	-4.830604e-02	7.831687e-02	3.627015e+03	6.338052e+02	6.275974e+02	5.374212e-01	5.356734e-01	5.361296e-01
0	nM308	0	0	1	2	0.080	-1.937451e-02	1.151599e-01	3.626838e+03	6.361087e+02	6.298789e+02	8.664081e-01	8.657256e-01	8.657489e-01
0	nP62	11	0	2	1	0.130	-5.831759e-02	1.074149e-01	3.626972e+03	6.343585e+02	6.281495e+02	5.872342e-01	5.855491e-01	5.858829e-01
0	nP138	11	0	2	1	0.070	2.451731e-01	1.492161e-01	3.628168e+03	6.190385e+02	6.129768e+02	1.004935e-01	1.009673e-01	1.034463e-01
0	nP82	12	0	2	1	0.100	-8.798174e-02	1.360237e-01	3.627034e+03	6.335509e+02	6.273519e+02	5.178132e-01	5.160560e-01	5.165680e-01
0	nP396	12	0	2	1	0.440	-6.155576e-02	9.346170e-02	3.627042e+03	6.334577e+02	6.272549e+02	5.102004e-01	5.084405e-01	5.089745e-01
0	nP109	14	0	2	1	0.130	-1.083802e-01	9.668358e-02	3.627454e+03	6.281626e+02	6.220118e+02	2.624048e-01	2.613872e-01	2.630249e-01
0	nP296	14	0	2	1	0.220	2.176049e-01	1.487874e-01	3.627892e+03	6.225560e+02	6.164597e+02	1.437237e-01	1.437332e-01	1.460475e-01
0	nP512	14	0	2	1	0.030	2.045314e-02	1.819735e-01	3.626830e+03	6.362085e+02	6.299799e+02	9.105183e-01	9.100531e-01	9.100651e-01
0	nP524	14	0	2	1	0.090	1.424442e-01	1.322927e-01	3.627405e+03	6.287718e+02	6.226155e+02	2.817028e-01	2.805632e-01	2.820957e-01
0	cP18	17	0	2	1	0.070	-8.057491e-03	9.153756e-02	3.626827e+03	6.362390e+02	6.300116e+02	9.298648e-01	9.294978e-01	9.295063e-01
0	nP16	17	0	2	1	0.020	-4.821920e-02	1.751156e-01	3.626862e+03	6.357917e+02	6.295708e+02	7.830652e-01	7.819992e-01	7.820635e-01
0	nP55	17	0	2	1	0.070	-1.268715e-02	1.207069e-01	3.626829e+03	6.362207e+02	6.299907e+02	9.162993e-01	9.158661e-01	9.158770e-01
0	nP91	17	0	2	1	0.010	8.436545e-02	2.215146e-01	3.626896e+03	6.353395e+02	6.291218e+02	7.033416e-01	7.019646e-01	7.021030e-01
0	nP232	17	0	2	1	0.010	-4.502497e-01	3.009149e-01	3.627941e+03	6.219350e+02	6.158457e+02	1.347099e-01	1.348129e-01	1.371670e-01
0	nP432	17	0	2	1	0.070	-1.063313e-01	1.485468e-01	3.627081e+03	6.329519e+02	6.267531e+02	4.741753e-01	4.724235e-01	4.730725e-01
0	nP444	17	0	2	1	0.010	-4.661204e-02	2.055688e-01	3.626849e+03	6.359497e+02	6.297281e+02	8.206393e-01	8.197384e-01	8.197805e-01
0	nP464	17	0	2	1	0.050	-1.570757e-01	1.870062e-01	3.627178e+03	6.316932e+02	6.255079e+02	4.010174e-01	3.993752e-01	4.003102e-01
0	nP586	17	0	2	1	0.100	-3.779290e-02	9.518219e-02	3.626903e+03	6.352552e+02	6.290370e+02	6.913582e-01	6.899372e-01	6.900911e-01
0	nM73	17	0	2	1	0.040	-3.107011e-01	1.588344e-01	3.628719e+03	6.121444e+02	6.061428e+02	5.056088e-02	5.150970e-02	5.390200e-02
0	nP103	20	0	2	1	0.310	5.872736e-02	1.057996e-01	3.626979e+03	6.342814e+02	6.280690e+02	5.788889e-01	5.771925e-01	5.775434e-01
0	nP167	20	0	2	1	0.050	-3.009213e-03	1.386701e-01	3.626823e+03	6.362872e+02	6.300590e+02	9.826886e-01	9.825937e-01	9.825954e-01
0	nP260	20	0	2	1	0.180	-2.044604e-01	1.409948e-01	3.627874e+03	6.227692e+02	6.166762e+02	1.471486e-01	1.471257e-01	1.494259e-01
0	nP279	20	0	2	1	0.020	-6.244849e-02	2.239173e-01	3.626863e+03	6.357812e+02	6.295558e+02	7.803517e-01	7.792693e-01	7.793358e-01
0	nP290	20	0	2	1	0.010	-3.838562e-02	2.548913e-01	3.626835e+03	6.361423e+02	6.299152e+02	8.803065e-01	8.796923e-01	8.797115e-01
0	nP366	20	0	2	1	0.030	-4.688254e-02	1.991107e-01	3.626851e+03	6.359277e+02	6.297009e+02	8.138713e-01	8.129363e-01	8.129821e-01
0	nP471	20	0	2	1	0.110	5.814600e-03	1.320030e-01	3.626824e+03	6.362784e+02	6.300492e+02	9.648689e-01	9.646807e-01	9.646844e-01
0	nP501	20	0	2	1	0.020	-6.385365e-02	2.796470e-01	3.626850e+03	6.359535e+02	6.297251e+02	8.194032e-01	8.184996e-01	8.185421e-01
0	nM16	20	0	2	1	0.300	5.543871e-02	6.786756e-02	3.627159e+03	6.319432e+02	6.257557e+02	4.140828e-01	4.124112e-01	4.132898e-01
0	nP63	22	0	2	1	0.070	-6.045332e-02	1.083966e-01	3.626980e+03	6.342539e+02	6.280462e+02	5.770961e-01	5.753957e-01	5.757519e-01
0	nP139	22	0	2	1	0.100	-3.838477e-03	1.043944e-01	3.626824e+03	6.362805e+02	6.300531e+02	9.706721e-01	9.705139e-01	9.705169e-01
0	cP2	25	0	2	1	0.190	-2.367684e-01	1.661038e-01	3.627839e+03	6.231932e+02	6.170965e+02	1.541595e-01	1.540690e-01	1.563410e-01
0	cP25	25	0	2	1	0.310	4.443523e-02	1.023192e-01	3.626918e+03	6.350573e+02	6.288383e+02	6.641222e-01	6.626175e-01	6.628091e-01
0	cP30	25	0	2	1	0.270	-2.419944e-01	8.132074e-02	3.631104e+03	5.830174e+02	5.773087e+02	2.950278e-03	3.434084e-03	4.229782e-03
0	nP4	25	0	2	1	0.070	-9.982691e-02	1.534917e-01	3.627036e+03	6.335320e+02	6.273278e+02	5.155108e-01	5.137534e-01	5.142704e-01
0	nP23	25	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP31	25	0	2	1	0.010	6.916089e-02	2.143388e-01	3.626876e+03	6.356075e+02	6.293884e+02	7.469715e-01	7.457584e-01	7.458509e-01
0	nP37	25	0	2	1	0.200	-1.032862e+00	3.009676e-01	3.632438e+03	5.673710e+02	5.618111e+02	6.093324e-04	8.049504e-04	1.139805e-03
0	nP83	25	0	2	1	0.400	-2.707238e-01	2.151977e-01	3.627616e+03	6.260755e+02	6.199413e+02	2.085008e-01	2.078933e-01	2.098508e-01
0	nP98	25	0	2	1	0.070	-2.142298e-01	1.230811e-01	3.628330e+03	6.170196e+02	6.109773e+02	8.188407e-02	8.255054e-02	8.504536e-02
0	nP121	25	0	2	1	0.100	1.179084e-01	1.032266e-01	3.627478e+03	6.278442e+02	6.216969e+02	2.534683e-01	2.525131e-01	2.542062e-01
0	nP151	25	0	2	1	0.080	-4.361447e-02	1.001186e-01	3.626919e+03	6.350428e+02	6.288285e+02	6.631441e-01	6.616357e-01	6.618292e-01
0	nP173	25	0	2	1	0.010	-1.782035e-02	2.324672e-01	3.626826e+03	6.362502e+02	6.300239e+02	9.389022e-01	9.385832e-01	9.385903e-01
0	nP182	25	0	2	1	0.070	-3.902408e-02	1.479023e-01	3.626858e+03	6.358373e+02	6.296094e+02	7.919170e-01	7.908852e-01	7.909438e-01
0	nP196	25	0	2	1	0.390	9.663170e-02	7.950959e-02	3.627564e+03	6.267280e+02	6.205935e+02	2.243488e-01	2.236143e-01	2.254832e-01
